SITE_ID,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,PSTL_CODE,EPA_REG,NCA_REGION,SAMPYEAR,ESTUARY,STATUS_ALL,WGT_56_CAT,WGT_NCA_56,WGT_91_CAT,WGT_NCA_91,CHG_PERIOD,CH9156_USE,CH9156_WGT,NCCA_SQI_STATUS
SC05-0048,-80.77927,32.53202,,,SC,EPA_REG_4,East_Coast,2005,Broad River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC05-0049,-79.904,32.99311,,,SC,EPA_REG_4,East_Coast,2005,Cooper River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC05-0050,-80.13643,32.71436,,,SC,EPA_REG_4,East_Coast,2005,Wadmalaw River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC05-0001,-80.2479,32.65402,,,SC,EPA_REG_4,East_Coast,2005,North Edisto River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0002,-79.87643,32.88686,,,SC,EPA_REG_4,East_Coast,2005,Wando River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0003,-80.22095,32.57146,,,SC,EPA_REG_4,East_Coast,2005,North Edisto River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0004,-79.19239,33.23833,,,SC,EPA_REG_4,East_Coast,2005,Winyah Bay,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0005,-80.57638,32.50086,,,SC,EPA_REG_4,East_Coast,2005,Coosaw River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0006,-80.52306,32.32822,,,SC,EPA_REG_4,East_Coast,2005,Trenchards Inlet,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0007,-80.79176,32.40047,,,SC,EPA_REG_4,East_Coast,2005,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0008,-79.34725,33.17299,,,SC,EPA_REG_4,East_Coast,2005,North Santee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0009,-80.50748,32.43274,,,SC,EPA_REG_4,East_Coast,2005,Morgan River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0010,-79.39247,33.09634,,,SC,EPA_REG_4,East_Coast,2005,Cape Romaine Refuge,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0011,-80.61729,32.50566,,,SC,EPA_REG_4,East_Coast,2005,Coosaw River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0012,-80.80637,32.15794,,,SC,EPA_REG_4,East_Coast,2005,Calibogue Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0013,-80.81559,32.48664,,,SC,EPA_REG_4,East_Coast,2005,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0014,-80.76254,32.30936,,,SC,EPA_REG_4,East_Coast,2005,Chechessee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0015,-80.64191,32.36655,,,SC,EPA_REG_4,East_Coast,2005,Beaufort River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0016,-80.84103,32.29963,,,SC,EPA_REG_4,East_Coast,2005,Colleton River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0017,-80.81168,32.3505,,,SC,EPA_REG_4,East_Coast,2005,Chechessee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0018,-80.69114,32.2801,,,SC,EPA_REG_4,East_Coast,2005,Port Royal Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0019,-80.79033,32.34846,,,SC,EPA_REG_4,East_Coast,2005,Chechessee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0020,-79.20297,33.24511,,,SC,EPA_REG_4,East_Coast,2005,Winyah Bay,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0021,-80.34334,32.48276,,,SC,EPA_REG_4,East_Coast,2005,South Edisto River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0022,-79.91013,32.99827,,,SC,EPA_REG_4,East_Coast,2005,Cooper River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0023,-80.45835,32.46965,,,SC,EPA_REG_4,East_Coast,2005,St. Helena Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0024,-79.93485,32.66459,,,SC,EPA_REG_4,East_Coast,2005,Folly River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC05-0025,-80.43246,32.4831,,,SC,EPA_REG_4,East_Coast,2005,St. Helena Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0026,-79.31766,33.13522,,,SC,EPA_REG_4,East_Coast,2006,South Santee River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0027,-80.62653,32.27398,,,SC,EPA_REG_4,East_Coast,2006,Port Royal Sound,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0028,-80.5576,32.54553,,,SC,EPA_REG_4,East_Coast,2006,Bull River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0029,-80.5087,32.35752,,,SC,EPA_REG_4,East_Coast,2006,Fripp Island Creek/Harbor R.,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0030,-80.3792,32.49724,,,SC,EPA_REG_4,East_Coast,2006,South Edisto River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0031,-79.8334,32.78627,,,SC,EPA_REG_4,East_Coast,2006,Hamlin Creek,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0032,-80.7373,32.52645,,,SC,EPA_REG_4,East_Coast,2006,Coosaw River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0033,-79.78286,32.92123,,,SC,EPA_REG_4,East_Coast,2006,Wando River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0034,-80.81205,32.30275,,,SC,EPA_REG_4,East_Coast,2006,Colleton River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0035,-80.5965,32.38805,,,SC,EPA_REG_4,East_Coast,2006,Beaufort River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0036,-80.58398,32.30811,,,SC,EPA_REG_4,East_Coast,2006,Trenchards Inlet,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0037,-80.56879,32.64292,,,SC,EPA_REG_4,East_Coast,2006,Combahee River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0038,-79.96515,32.65852,,,SC,EPA_REG_4,East_Coast,2006,Folly River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0039,-80.98819,32.19102,,,SC,EPA_REG_4,East_Coast,2006,News River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0040,-79.75846,32.81405,,,SC,EPA_REG_4,East_Coast,2006,Dewes Creek,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0041,-80.75729,32.57463,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0042,-80.23526,32.55611,,,SC,EPA_REG_4,East_Coast,2006,North Edisto River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0043,-79.68524,32.90037,,,SC,EPA_REG_4,East_Coast,2006,Capers Creek,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0044,-80.8013,32.35064,,,SC,EPA_REG_4,East_Coast,2006,Chechessee River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0045,-80.12521,32.61168,,,SC,EPA_REG_4,East_Coast,2006,Kiawah River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0046,-79.46753,33.04429,,,SC,EPA_REG_4,East_Coast,2006,Bulls Bay,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0047,-79.17606,33.34778,,,SC,EPA_REG_4,East_Coast,2006,Jones/Town Creek,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0048,-80.51772,32.43852,,,SC,EPA_REG_4,East_Coast,2006,Morgan River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0049,-79.9278,32.67282,,,SC,EPA_REG_4,East_Coast,2006,Folly River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0050,-80.88676,32.45024,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Creeks,0.514155002,,0,Period_2005_2006,Include,0.514155002,GOOD
SC06-0001,-79.23871,33.15809,,,SC,EPA_REG_4,East_Coast,2006,North Santee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0002,-80.70673,32.28226,,,SC,EPA_REG_4,East_Coast,2006,Port Royal Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0003,-80.51888,32.50374,,,SC,EPA_REG_4,East_Coast,2006,Coosaw River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0004,-79.91778,32.77402,,,SC,EPA_REG_4,East_Coast,2006,Charleston Harbor,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0005,-80.89194,32.1328,,,SC,EPA_REG_4,East_Coast,2006,Cooper River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0006,-80.79019,32.40231,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0007,-79.93732,32.93264,,,SC,EPA_REG_4,East_Coast,2006,Cooper River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0008,-80.81709,32.46397,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0009,-80.59306,32.26867,,,SC,EPA_REG_4,East_Coast,2006,Atlantic Ocean,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0010,-80.35437,32.50684,,,SC,EPA_REG_4,East_Coast,2006,South Edisto River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0011,-79.65802,32.92805,,,SC,EPA_REG_4,East_Coast,2006,Sewee Bay,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0012,-80.82351,32.20627,,,SC,EPA_REG_4,East_Coast,2006,May River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0013,-80.65349,32.50364,,,SC,EPA_REG_4,East_Coast,2006,Coosaw River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0014,-80.20726,32.63713,,,SC,EPA_REG_4,East_Coast,2006,North Edisto River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0015,-79.18711,33.21072,,,SC,EPA_REG_4,East_Coast,2006,Winyah Bay,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0016,-80.71365,32.31264,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0017,-80.5378,32.53799,,,SC,EPA_REG_4,East_Coast,2006,Combahee River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0018,-79.91029,32.79245,,,SC,EPA_REG_4,East_Coast,2006,Cooper River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,FAIR
SC06-0019,-80.83881,32.21142,,,SC,EPA_REG_4,East_Coast,2006,May River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0020,-80.7364,32.34018,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0021,-80.43846,32.48106,,,SC,EPA_REG_4,East_Coast,2006,St. Helena Sound,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0022,-79.88023,32.86528,,,SC,EPA_REG_4,East_Coast,2006,Wando River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0023,-80.8248,32.52419,,,SC,EPA_REG_4,East_Coast,2006,Broad River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0024,-80.60735,32.45163,,,SC,EPA_REG_4,East_Coast,2006,Morgan River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
SC06-0025,-80.3232,32.64556,,,SC,EPA_REG_4,East_Coast,2006,Dawho River,Target_Sampled,SC_Open,6.228876103,,0,Period_2005_2006,Include,6.228876103,GOOD
TX00-0001,-95.3103,29.755,,,TX,EPA_REG_6,Gulf_Coast,2000,Houston Ship Channel,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0002,-94.9594,29.2963,,,TX,EPA_REG_6,Gulf_Coast,2000,Jones Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0004,-97.4156,27.0749,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0009,-97.2419,26.2417,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0010,-94.7761,29.6747,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0011,-94.8543,29.5538,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0012,-94.8095,29.7259,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0013,-94.8249,29.6246,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0014,-96.5458,28.5716,,,TX,EPA_REG_6,Gulf_Coast,2000,Lavaca Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0015,-96.3956,28.6379,,,TX,EPA_REG_6,Gulf_Coast,2000,Carancahua Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0016,-96.3581,28.5751,,,TX,EPA_REG_6,Gulf_Coast,2000,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0017,-96.4916,28.525,,,TX,EPA_REG_6,Gulf_Coast,2000,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0018,-96.7937,28.3025,,,TX,EPA_REG_6,Gulf_Coast,2000,San Antonio Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0019,-97.0246,28.061,,,TX,EPA_REG_6,Gulf_Coast,2000,Aransas Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0020,-96.9417,28.1917,,,TX,EPA_REG_6,Gulf_Coast,2000,St Charles Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0021,-97.0907,28.1413,,,TX,EPA_REG_6,Gulf_Coast,2000,Copano Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0022,-97.3409,27.7751,,,TX,EPA_REG_6,Gulf_Coast,2000,Corpus Christi Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0023,-97.359,27.825,,,TX,EPA_REG_6,Gulf_Coast,2000,Corpus Christi Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0024,-95.9127,28.688,,,TX,EPA_REG_6,Gulf_Coast,2000,East Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0025,-93.8083,29.8416,,,TX,EPA_REG_6,Gulf_Coast,2000,Sabine Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0026,-93.8914,29.8252,,,TX,EPA_REG_6,Gulf_Coast,2000,Sabine Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0027,-93.9582,29.7584,,,TX,EPA_REG_6,Gulf_Coast,2000,Sabine-Neches/Port Arthur Cana,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0028,-94.725,29.4921,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0029,-94.8761,29.4289,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0030,-94.8758,29.3586,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0031,-94.6758,29.5253,,,TX,EPA_REG_6,Gulf_Coast,2000,East Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0032,-94.6417,29.4917,,,TX,EPA_REG_6,Gulf_Coast,2000,East Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0033,-94.7908,29.3917,,,TX,EPA_REG_6,Gulf_Coast,2000,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0034,-96.125,28.5917,,,TX,EPA_REG_6,Gulf_Coast,2000,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0035,-96.3581,28.5252,,,TX,EPA_REG_6,Gulf_Coast,2000,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0036,-96.2925,28.5248,,,TX,EPA_REG_6,Gulf_Coast,2000,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0037,-96.5777,28.3533,,,TX,EPA_REG_6,Gulf_Coast,2000,Espiritu Santo Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0038,-96.7455,28.205,,,TX,EPA_REG_6,Gulf_Coast,2000,San Antonio Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0039,-96.8697,28.1568,,,TX,EPA_REG_6,Gulf_Coast,2000,Mesquite Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0040,-97.192,27.7918,,,TX,EPA_REG_6,Gulf_Coast,2000,Corpus Christi Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0041,-97.1247,27.7917,,,TX,EPA_REG_6,Gulf_Coast,2000,Corpus Christi Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0042,-97.3247,27.459,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0043,-97.5418,27.275,,,TX,EPA_REG_6,Gulf_Coast,2000,Baffin Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0044,-97.2469,27.676,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0045,-97.325,27.5414,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0046,-97.6249,27.2749,,,TX,EPA_REG_6,Gulf_Coast,2000,Baffin Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0047,-97.4083,26.6083,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0048,-97.3917,26.5417,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0049,-97.2419,26.1249,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX00-0050,-97.4585,26.7753,,,TX,EPA_REG_6,Gulf_Coast,2000,Laguna Madre,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0001,-93.765,29.9181,,,TX,EPA_REG_6,Gulf_Coast,2001,Sabine Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0002,-93.774,29.8822,,,TX,EPA_REG_6,Gulf_Coast,2001,Sabine Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0003,-95.0581,29.775,,,TX,EPA_REG_6,Gulf_Coast,2001,Burnett Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0004,-93.8925,29.7748,,,TX,EPA_REG_6,Gulf_Coast,2001,Sabine Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0005,-94.8199,29.6864,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0006,-95.003,29.6363,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0007,-94.9417,29.6578,,,TX,EPA_REG_6,Gulf_Coast,2001,Tabbs Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0008,-94.953,29.5863,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0009,-94.7364,29.6198,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0010,-94.8867,29.5868,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0012,-94.8202,29.5362,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0013,-94.8594,29.4587,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0014,-94.7612,29.425,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0015,-94.753,29.5869,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0016,-94.9936,29.5244,,,TX,EPA_REG_6,Gulf_Coast,2001,Galveston Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0017,-95.809,28.7253,,,TX,EPA_REG_6,Gulf_Coast,2001,East Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0018,-96.2583,28.6586,,,TX,EPA_REG_6,Gulf_Coast,2001,Tres Palacios Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0019,-96.3086,28.6083,,,TX,EPA_REG_6,Gulf_Coast,2001,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0020,-96.0583,28.5917,,,TX,EPA_REG_6,Gulf_Coast,2001,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0021,-96.1417,28.575,,,TX,EPA_REG_6,Gulf_Coast,2001,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0022,-96.2914,28.5417,,,TX,EPA_REG_6,Gulf_Coast,2001,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0023,-96.5083,28.5072,,,TX,EPA_REG_6,Gulf_Coast,2001,Powderhorn Lake,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0024,-96.375,28.4914,,,TX,EPA_REG_6,Gulf_Coast,2001,Matagorda Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0025,-96.8083,28.3747,,,TX,EPA_REG_6,Gulf_Coast,2001,Hynes Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
TX01-0026,-96.4581,28.3781,,,TX,EPA_REG_6,Gulf_Coast,2001,Espiritu Santo Bay,Target_Sampled,,0,TX,21.78985342,Period_1999_2001,Include,21.77488874,
