"","stockid","stocklong","year","value","metric","scientificname","commonname","areaname"
"1110","SAILWATL","Sailfish Western Atlantic",1981,0.779602165,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1111","SAILWATL","Sailfish Western Atlantic",1982,0.828327301,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1112","SAILWATL","Sailfish Western Atlantic",1983,0.974502707,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1113","SAILWATL","Sailfish Western Atlantic",1984,0.950140139,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1114","SAILWATL","Sailfish Western Atlantic",1985,0.852689868,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1115","SAILWATL","Sailfish Western Atlantic",1986,1.04759041,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1116","SAILWATL","Sailfish Western Atlantic",1987,0.998865274,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1117","SAILWATL","Sailfish Western Atlantic",1988,1.023227842,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1118","SAILWATL","Sailfish Western Atlantic",1989,0.901415004,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1119","SAILWATL","Sailfish Western Atlantic",1990,1.096315545,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1120","SAILWATL","Sailfish Western Atlantic",1991,1.071952977,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1121","SAILWATL","Sailfish Western Atlantic",1992,1.291216087,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1122","SAILWATL","Sailfish Western Atlantic",1993,1.36430379,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1123","SAILWATL","Sailfish Western Atlantic",1994,1.218128384,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1124","SAILWATL","Sailfish Western Atlantic",1995,1.291216087,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1125","SAILWATL","Sailfish Western Atlantic",1996,1.266853519,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1126","SAILWATL","Sailfish Western Atlantic",1997,1.315578654,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1127","SAILWATL","Sailfish Western Atlantic",1998,1.559204331,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1128","SAILWATL","Sailfish Western Atlantic",1999,1.632292034,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1129","SAILWATL","Sailfish Western Atlantic",2000,1.900280278,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1130","SAILWATL","Sailfish Western Atlantic",2001,1.924642846,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1131","SAILWATL","Sailfish Western Atlantic",2002,2.777332714,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1132","SAILWATL","Sailfish Western Atlantic",2003,2.168268523,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1133","SAILWATL","Sailfish Western Atlantic",2004,2.241356226,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1134","SAILWATL","Sailfish Western Atlantic",2005,2.484981902,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1135","SAILWATL","Sailfish Western Atlantic",2006,1.973367981,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1136","SAILWATL","Sailfish Western Atlantic",2007,2.265718793,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1137","SAILWATL","Sailfish Western Atlantic",2008,NA,"F/Fmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1138","SKJWATL","Skipjack tuna Western Atlantic",1950,0,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1139","SKJWATL","Skipjack tuna Western Atlantic",1951,0,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1140","SKJWATL","Skipjack tuna Western Atlantic",1952,0.019456388,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1141","SKJWATL","Skipjack tuna Western Atlantic",1953,0.020422447,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1142","SKJWATL","Skipjack tuna Western Atlantic",1954,0.021896284,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1143","SKJWATL","Skipjack tuna Western Atlantic",1955,0.022375764,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1144","SKJWATL","Skipjack tuna Western Atlantic",1956,0.023974033,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1145","SKJWATL","Skipjack tuna Western Atlantic",1957,0.031380455,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1146","SKJWATL","Skipjack tuna Western Atlantic",1958,0.026509266,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1147","SKJWATL","Skipjack tuna Western Atlantic",1959,0.029350054,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1148","SKJWATL","Skipjack tuna Western Atlantic",1960,0.052284795,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1149","SKJWATL","Skipjack tuna Western Atlantic",1961,0.053484425,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1150","SKJWATL","Skipjack tuna Western Atlantic",1962,0.03263423,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1151","SKJWATL","Skipjack tuna Western Atlantic",1963,0.063733272,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1152","SKJWATL","Skipjack tuna Western Atlantic",1964,0.082281197,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1153","SKJWATL","Skipjack tuna Western Atlantic",1965,0.02552521,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1154","SKJWATL","Skipjack tuna Western Atlantic",1966,0.028758537,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1155","SKJWATL","Skipjack tuna Western Atlantic",1967,0.044746803,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1156","SKJWATL","Skipjack tuna Western Atlantic",1968,0.042637671,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1157","SKJWATL","Skipjack tuna Western Atlantic",1969,0.030040177,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1158","SKJWATL","Skipjack tuna Western Atlantic",1970,0.03984423,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1159","SKJWATL","Skipjack tuna Western Atlantic",1971,0.032083571,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1160","SKJWATL","Skipjack tuna Western Atlantic",1972,0.047556017,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1161","SKJWATL","Skipjack tuna Western Atlantic",1973,0.046919005,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1162","SKJWATL","Skipjack tuna Western Atlantic",1974,0.056626386,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1163","SKJWATL","Skipjack tuna Western Atlantic",1975,0.05790187,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1164","SKJWATL","Skipjack tuna Western Atlantic",1976,0.061425765,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1165","SKJWATL","Skipjack tuna Western Atlantic",1977,0.054842404,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1166","SKJWATL","Skipjack tuna Western Atlantic",1978,0.117104906,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1167","SKJWATL","Skipjack tuna Western Atlantic",1979,0.109961188,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1168","SKJWATL","Skipjack tuna Western Atlantic",1980,0.207537098,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1169","SKJWATL","Skipjack tuna Western Atlantic",1981,0.405768501,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1170","SKJWATL","Skipjack tuna Western Atlantic",1982,0.641788801,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1171","SKJWATL","Skipjack tuna Western Atlantic",1983,0.747099657,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1172","SKJWATL","Skipjack tuna Western Atlantic",1984,0.901932982,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1173","SKJWATL","Skipjack tuna Western Atlantic",1985,1.172388198,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1174","SKJWATL","Skipjack tuna Western Atlantic",1986,1.325664137,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1175","SKJWATL","Skipjack tuna Western Atlantic",1987,1.174593029,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1176","SKJWATL","Skipjack tuna Western Atlantic",1988,0.895744548,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1177","SKJWATL","Skipjack tuna Western Atlantic",1989,0.758445796,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1178","SKJWATL","Skipjack tuna Western Atlantic",1990,0.664901926,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1179","SKJWATL","Skipjack tuna Western Atlantic",1991,0.791812803,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1180","SKJWATL","Skipjack tuna Western Atlantic",1992,0.793460809,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1181","SKJWATL","Skipjack tuna Western Atlantic",1993,0.869803347,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1182","SKJWATL","Skipjack tuna Western Atlantic",1994,0.840665062,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1183","SKJWATL","Skipjack tuna Western Atlantic",1995,0.597520856,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1184","SKJWATL","Skipjack tuna Western Atlantic",1996,0.62691506,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1185","SKJWATL","Skipjack tuna Western Atlantic",1997,0.729021848,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1186","SKJWATL","Skipjack tuna Western Atlantic",1998,0.725298733,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1187","SKJWATL","Skipjack tuna Western Atlantic",1999,0.679255677,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1188","SKJWATL","Skipjack tuna Western Atlantic",2000,0.699435669,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1189","SKJWATL","Skipjack tuna Western Atlantic",2001,0.766473242,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1190","SKJWATL","Skipjack tuna Western Atlantic",2002,0.553320683,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1191","SKJWATL","Skipjack tuna Western Atlantic",2003,0.543636471,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1192","SKJWATL","Skipjack tuna Western Atlantic",2004,0.598125738,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1193","SKJWATL","Skipjack tuna Western Atlantic",2005,0.642609595,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1194","SKJWATL","Skipjack tuna Western Atlantic",2006,0.61712955,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1195","SKJWATL","Skipjack tuna Western Atlantic",2007,0.581238435,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1196","SKJWATL","Skipjack tuna Western Atlantic",2008,0.491245159,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1197","SKJWATL","Skipjack tuna Western Atlantic",2009,0.541976979,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1198","SKJWATL","Skipjack tuna Western Atlantic",2010,0.497902023,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1199","SKJWATL","Skipjack tuna Western Atlantic",2011,0.683737229,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1200","SKJWATL","Skipjack tuna Western Atlantic",2012,0.789770166,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1201","SKJWATL","Skipjack tuna Western Atlantic",2013,0.488687783,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1202","SKJWATL","Skipjack tuna Western Atlantic",2014,NA,"F/Fmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"1203","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1982,5.411428571,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1204","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1983,0.914285714,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1205","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1984,1.057142857,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1206","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1985,0.645714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1207","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1986,0.405142857,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1208","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1987,0.189142857,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1209","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1988,0.277142857,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1210","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1989,0.276571429,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1211","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1990,0.487428571,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1212","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1991,0.409714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1213","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1992,0.321714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1214","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1993,0.426857143,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1215","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1994,0.5,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1216","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1995,0.691428571,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1217","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1996,0.64,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1218","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1997,1.022857143,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1219","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1998,0.925714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1220","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1999,0.794285714,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1221","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2000,1.011428571,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1222","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2001,0.948571429,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1223","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2002,0.908571429,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1224","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2003,1.057142857,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1225","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2004,1.245714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1226","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2005,1.308571429,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1227","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2006,1.502857143,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1228","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2007,1.32,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1229","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2008,1.348571429,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1230","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2009,1.114285714,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1231","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2010,1.085714286,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1232","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2011,1.302857143,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1233","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2012,1.074285714,"F/Fmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"1234","SWORDNATL","Swordfish North Atlantic",1950,0.156157691,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1235","SWORDNATL","Swordfish North Atlantic",1951,0.107475221,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1236","SWORDNATL","Swordfish North Atlantic",1952,0.121360908,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1237","SWORDNATL","Swordfish North Atlantic",1953,0.132808363,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1238","SWORDNATL","Swordfish North Atlantic",1954,0.1209175,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1239","SWORDNATL","Swordfish North Atlantic",1955,0.138509732,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1240","SWORDNATL","Swordfish North Atlantic",1956,0.131870423,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1241","SWORDNATL","Swordfish North Atlantic",1957,0.179751945,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1242","SWORDNATL","Swordfish North Atlantic",1958,0.193913625,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1243","SWORDNATL","Swordfish North Atlantic",1959,0.24861915,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1244","SWORDNATL","Swordfish North Atlantic",1960,0.154138191,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1245","SWORDNATL","Swordfish North Atlantic",1961,0.176272918,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1246","SWORDNATL","Swordfish North Atlantic",1962,0.214908079,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1247","SWORDNATL","Swordfish North Atlantic",1963,0.410498577,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1248","SWORDNATL","Swordfish North Atlantic",1964,0.474890511,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1249","SWORDNATL","Swordfish North Atlantic",1965,0.376862653,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1250","SWORDNATL","Swordfish North Atlantic",1966,0.411132063,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1251","SWORDNATL","Swordfish North Atlantic",1967,0.408137033,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1252","SWORDNATL","Swordfish North Atlantic",1968,0.410825093,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1253","SWORDNATL","Swordfish North Atlantic",1969,0.416094543,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1254","SWORDNATL","Swordfish North Atlantic",1970,0.433794217,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1255","SWORDNATL","Swordfish North Atlantic",1971,0.240641634,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1256","SWORDNATL","Swordfish North Atlantic",1972,0.211703527,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1257","SWORDNATL","Swordfish North Atlantic",1973,0.262053218,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1258","SWORDNATL","Swordfish North Atlantic",1974,0.272099428,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1259","SWORDNATL","Swordfish North Atlantic",1975,0.378201092,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1260","SWORDNATL","Swordfish North Atlantic",1976,0.291905176,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1261","SWORDNATL","Swordfish North Atlantic",1977,0.276731652,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1262","SWORDNATL","Swordfish North Atlantic",1978,0.504838561,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1263","SWORDNATL","Swordfish North Atlantic",1979,0.5331318,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1264","SWORDNATL","Swordfish North Atlantic",1980,0.627039898,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1265","SWORDNATL","Swordfish North Atlantic",1981,0.537249871,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1266","SWORDNATL","Swordfish North Atlantic",1982,0.640301813,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1267","SWORDNATL","Swordfish North Atlantic",1983,0.723310127,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1268","SWORDNATL","Swordfish North Atlantic",1984,0.662878794,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1269","SWORDNATL","Swordfish North Atlantic",1985,0.756462761,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1270","SWORDNATL","Swordfish North Atlantic",1986,1.000623514,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1271","SWORDNATL","Swordfish North Atlantic",1987,1.172712509,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1272","SWORDNATL","Swordfish North Atlantic",1988,1.241335786,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1273","SWORDNATL","Swordfish North Atlantic",1989,1.195866934,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1274","SWORDNATL","Swordfish North Atlantic",1990,1.145281263,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1275","SWORDNATL","Swordfish North Atlantic",1991,1.123153748,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1276","SWORDNATL","Swordfish North Atlantic",1992,1.185302086,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1277","SWORDNATL","Swordfish North Atlantic",1993,1.321778589,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1278","SWORDNATL","Swordfish North Atlantic",1994,1.298201573,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1279","SWORDNATL","Swordfish North Atlantic",1995,1.469899201,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1280","SWORDNATL","Swordfish North Atlantic",1996,1.418140622,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1281","SWORDNATL","Swordfish North Atlantic",1997,1.27028326,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1282","SWORDNATL","Swordfish North Atlantic",1998,1.199516404,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1283","SWORDNATL","Swordfish North Atlantic",1999,1.126529637,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1284","SWORDNATL","Swordfish North Atlantic",2000,1.090068039,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1285","SWORDNATL","Swordfish North Atlantic",2001,0.918550311,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1286","SWORDNATL","Swordfish North Atlantic",2002,0.834734687,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1287","SWORDNATL","Swordfish North Atlantic",2003,0.922274587,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1288","SWORDNATL","Swordfish North Atlantic",2004,0.952905302,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1289","SWORDNATL","Swordfish North Atlantic",2005,0.952830078,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1290","SWORDNATL","Swordfish North Atlantic",2006,0.860037933,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1291","SWORDNATL","Swordfish North Atlantic",2007,0.890419708,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1292","SWORDNATL","Swordfish North Atlantic",2008,0.779670988,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1293","SWORDNATL","Swordfish North Atlantic",2009,0.825599883,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1294","SWORDNATL","Swordfish North Atlantic",2010,0.774786206,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1295","SWORDNATL","Swordfish North Atlantic",2011,0.813168683,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"1296","SWORDNATL","Swordfish North Atlantic",2012,0.886805014,"F/Fmsy","Xiphias gladius","Swordfish","Northern Atlantic"
