"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"2798",2798,"HAD5Y","Haddock NAFO-5Y",1995,1.200854701,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2799",2799,"HAD5Y","Haddock NAFO-5Y",1996,0.576923077,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2800",2800,"HAD5Y","Haddock NAFO-5Y",1997,0.931623932,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2801",2801,"HAD5Y","Haddock NAFO-5Y",1998,0.688034188,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2802",2802,"HAD5Y","Haddock NAFO-5Y",1999,0.416666667,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2803",2803,"HAD5Y","Haddock NAFO-5Y",2000,0.553418803,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2804",2804,"HAD5Y","Haddock NAFO-5Y",2001,0.452991453,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2805",2805,"HAD5Y","Haddock NAFO-5Y",2002,0.386752137,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2806",2806,"HAD5Y","Haddock NAFO-5Y",2003,0.395299145,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2807",2807,"HAD5Y","Haddock NAFO-5Y",2004,0.365384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2808",2808,"HAD5Y","Haddock NAFO-5Y",2005,0.564102564,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2809",2809,"HAD5Y","Haddock NAFO-5Y",2006,0.482905983,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2810",2810,"HAD5Y","Haddock NAFO-5Y",2007,0.688034188,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2811",2811,"HAD5Y","Haddock NAFO-5Y",2008,0.636752137,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2812",2812,"HAD5Y","Haddock NAFO-5Y",2009,0.527777778,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2813",2813,"HAD5Y","Haddock NAFO-5Y",2010,0.613247863,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2814",2814,"HAD5Y","Haddock NAFO-5Y",2011,0.555555556,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2815",2815,"HAD5Y","Haddock NAFO-5Y",2012,0.72008547,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2816",2816,"HAD5Y","Haddock NAFO-5Y",2013,0.632478632,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2817",2817,"HAD5Y","Haddock NAFO-5Y",2014,0.549145299,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Gulf of Maine","haddock"
"2818",2818,"HADGB","Haddock Georges Bank",1960,0.666666667,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2819",2819,"HADGB","Haddock Georges Bank",1961,0.666666667,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2820",2820,"HADGB","Haddock Georges Bank",1962,0.897435897,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2821",2821,"HADGB","Haddock Georges Bank",1963,0.923076923,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2822",2822,"HADGB","Haddock Georges Bank",1964,1.307692308,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2823",2823,"HADGB","Haddock Georges Bank",1965,1.743589744,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2824",2824,"HADGB","Haddock Georges Bank",1966,1.615384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2825",2825,"HADGB","Haddock Georges Bank",1967,1.512820513,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2826",2826,"HADGB","Haddock Georges Bank",1968,1.487179487,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2827",2827,"HADGB","Haddock Georges Bank",1969,1.205128205,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2828",2828,"HADGB","Haddock Georges Bank",1970,0.871794872,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2829",2829,"HADGB","Haddock Georges Bank",1971,1.435897436,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2830",2830,"HADGB","Haddock Georges Bank",1972,0.871794872,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2831",2831,"HADGB","Haddock Georges Bank",1973,0.717948718,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2832",2832,"HADGB","Haddock Georges Bank",1974,0.179487179,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2833",2833,"HADGB","Haddock Georges Bank",1975,0.205128205,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2834",2834,"HADGB","Haddock Georges Bank",1976,0.230769231,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2835",2835,"HADGB","Haddock Georges Bank",1977,0.641025641,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2836",2836,"HADGB","Haddock Georges Bank",1978,0.820512821,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2837",2837,"HADGB","Haddock Georges Bank",1979,0.871794872,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2838",2838,"HADGB","Haddock Georges Bank",1980,1.333333333,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2839",2839,"HADGB","Haddock Georges Bank",1981,1.025641026,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2840",2840,"HADGB","Haddock Georges Bank",1982,0.769230769,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2841",2841,"HADGB","Haddock Georges Bank",1983,0.794871795,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2842",2842,"HADGB","Haddock Georges Bank",1984,1.102564103,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2843",2843,"HADGB","Haddock Georges Bank",1985,0.897435897,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2844",2844,"HADGB","Haddock Georges Bank",1986,0.743589744,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2845",2845,"HADGB","Haddock Georges Bank",1987,0.615384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2846",2846,"HADGB","Haddock Georges Bank",1988,0.923076923,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2847",2847,"HADGB","Haddock Georges Bank",1989,0.820512821,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2848",2848,"HADGB","Haddock Georges Bank",1990,0.948717949,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2849",2849,"HADGB","Haddock Georges Bank",1991,1.051282051,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2850",2850,"HADGB","Haddock Georges Bank",1992,1.384615385,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2851",2851,"HADGB","Haddock Georges Bank",1993,1.102564103,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2852",2852,"HADGB","Haddock Georges Bank",1994,1.153846154,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2853",2853,"HADGB","Haddock Georges Bank",1995,0.307692308,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2854",2854,"HADGB","Haddock Georges Bank",1996,0.41025641,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2855",2855,"HADGB","Haddock Georges Bank",1997,0.282051282,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2856",2856,"HADGB","Haddock Georges Bank",1998,0.41025641,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2857",2857,"HADGB","Haddock Georges Bank",1999,0.435897436,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2858",2858,"HADGB","Haddock Georges Bank",2000,0.435897436,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2859",2859,"HADGB","Haddock Georges Bank",2001,0.615384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2860",2860,"HADGB","Haddock Georges Bank",2002,0.666666667,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2861",2861,"HADGB","Haddock Georges Bank",2003,0.58974359,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2862",2862,"HADGB","Haddock Georges Bank",2004,0.871794872,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2863",2863,"HADGB","Haddock Georges Bank",2005,0.974358974,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2864",2864,"HADGB","Haddock Georges Bank",2006,0.820512821,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2865",2865,"HADGB","Haddock Georges Bank",2007,0.615384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2866",2866,"HADGB","Haddock Georges Bank",2008,0.461538462,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2867",2867,"HADGB","Haddock Georges Bank",2009,0.487179487,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2868",2868,"HADGB","Haddock Georges Bank",2010,0.794871795,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2869",2869,"HADGB","Haddock Georges Bank",2011,0.692307692,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2870",2870,"HADGB","Haddock Georges Bank",2012,0.666666667,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2871",2871,"HADGB","Haddock Georges Bank",2013,0.41025641,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2872",2872,"HADGB","Haddock Georges Bank",2014,0.615384615,"F/Fmsy","Melanogrammus aeglefinus","Haddock","Georges Bank","haddock"
"2873",2873,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1965,0.541666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2874",2874,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1966,0.958333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2875",2875,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1967,1.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2876",2876,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1968,2.75,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2877",2877,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1969,2.625,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2878",2878,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1970,2.583333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2879",2879,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1971,3.291666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2880",2880,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1972,3,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2881",2881,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1973,2.791666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2882",2882,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1974,2.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2883",2883,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1975,3.166666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2884",2884,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1976,2.416666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2885",2885,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1977,2.541666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2886",2886,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1978,2.833333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2887",2887,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1979,1.916666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2888",2888,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1980,3.125,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2889",2889,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1981,1.916666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2890",2890,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1982,1.833333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2891",2891,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1983,1.375,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2892",2892,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1984,1.833333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2893",2893,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1985,1.041666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2894",2894,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1986,0.791666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2895",2895,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1987,1,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2896",2896,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1988,1,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2897",2897,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1989,1.083333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2898",2898,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1990,0.708333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2899",2899,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1991,0.75,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2900",2900,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1992,0.708333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2901",2901,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1993,0.583333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2902",2902,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1994,0.458333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2903",2903,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1995,0.708333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2904",2904,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1996,0.708333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2905",2905,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1997,0.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2906",2906,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1998,0.625,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2907",2907,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",1999,0.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2908",2908,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2000,0.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2909",2909,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2001,0.791666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2910",2910,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2002,0.75,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2911",2911,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2003,0.875,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2912",2912,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2004,0.833333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2913",2913,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2005,0.833333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2914",2914,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2006,0.958333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2915",2915,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2007,0.875,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2916",2916,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2008,0.875,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2917",2917,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2009,1.208333333,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2918",2918,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2010,0.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2919",2919,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2011,0.541666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2920",2920,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2012,0.541666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2921",2921,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2013,0.541666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2922",2922,"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast",2014,0.666666667,"F/Fmsy","Clupea harengus","Herring","Northwestern Atlantic Coast","atlantic herring"
"2923",2923,"LOBSTERGOM","American lobster Gulf of Maine",1982,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2924",2924,"LOBSTERGOM","American lobster Gulf of Maine",1983,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2925",2925,"LOBSTERGOM","American lobster Gulf of Maine",1984,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2926",2926,"LOBSTERGOM","American lobster Gulf of Maine",1985,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2927",2927,"LOBSTERGOM","American lobster Gulf of Maine",1986,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2928",2928,"LOBSTERGOM","American lobster Gulf of Maine",1987,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2929",2929,"LOBSTERGOM","American lobster Gulf of Maine",1988,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2930",2930,"LOBSTERGOM","American lobster Gulf of Maine",1989,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2931",2931,"LOBSTERGOM","American lobster Gulf of Maine",1990,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2932",2932,"LOBSTERGOM","American lobster Gulf of Maine",1991,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2933",2933,"LOBSTERGOM","American lobster Gulf of Maine",1992,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2934",2934,"LOBSTERGOM","American lobster Gulf of Maine",1993,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2935",2935,"LOBSTERGOM","American lobster Gulf of Maine",1994,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2936",2936,"LOBSTERGOM","American lobster Gulf of Maine",1995,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2937",2937,"LOBSTERGOM","American lobster Gulf of Maine",1996,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2938",2938,"LOBSTERGOM","American lobster Gulf of Maine",1997,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2939",2939,"LOBSTERGOM","American lobster Gulf of Maine",1998,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2940",2940,"LOBSTERGOM","American lobster Gulf of Maine",1999,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2941",2941,"LOBSTERGOM","American lobster Gulf of Maine",2000,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2942",2942,"LOBSTERGOM","American lobster Gulf of Maine",2001,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2943",2943,"LOBSTERGOM","American lobster Gulf of Maine",2002,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2944",2944,"LOBSTERGOM","American lobster Gulf of Maine",2003,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2945",2945,"LOBSTERGOM","American lobster Gulf of Maine",2004,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2946",2946,"LOBSTERGOM","American lobster Gulf of Maine",2005,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2947",2947,"LOBSTERGOM","American lobster Gulf of Maine",2006,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2948",2948,"LOBSTERGOM","American lobster Gulf of Maine",2007,NA,"F/Fmsy","Homarus americanus","American lobster","Gulf of Maine","american lobster"
"2949",2949,"MENATLAN","Atlantic menhaden Atlantic",1955,2.697150496,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2950",2950,"MENATLAN","Atlantic menhaden Atlantic",1956,8.848267161,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2951",2951,"MENATLAN","Atlantic menhaden Atlantic",1957,7.035059423,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2952",2952,"MENATLAN","Atlantic menhaden Atlantic",1958,3.011621698,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2953",2953,"MENATLAN","Atlantic menhaden Atlantic",1959,4.519993753,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2954",2954,"MENATLAN","Atlantic menhaden Atlantic",1960,1.223344191,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2955",2955,"MENATLAN","Atlantic menhaden Atlantic",1961,0.91227304,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2956",2956,"MENATLAN","Atlantic menhaden Atlantic",1962,1.787540096,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2957",2957,"MENATLAN","Atlantic menhaden Atlantic",1963,2.184689363,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2958",2958,"MENATLAN","Atlantic menhaden Atlantic",1964,1.37040766,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2959",2959,"MENATLAN","Atlantic menhaden Atlantic",1965,1.658690126,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2960",2960,"MENATLAN","Atlantic menhaden Atlantic",1966,0.892271773,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2961",2961,"MENATLAN","Atlantic menhaden Atlantic",1967,0.777452511,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2962",2962,"MENATLAN","Atlantic menhaden Atlantic",1968,0.81409285,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2963",2963,"MENATLAN","Atlantic menhaden Atlantic",1969,0.552778734,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2964",2964,"MENATLAN","Atlantic menhaden Atlantic",1970,0.682389701,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2965",2965,"MENATLAN","Atlantic menhaden Atlantic",1971,0.67204106,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2966",2966,"MENATLAN","Atlantic menhaden Atlantic",1972,1.613176838,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2967",2967,"MENATLAN","Atlantic menhaden Atlantic",1973,1.821550876,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2968",2968,"MENATLAN","Atlantic menhaden Atlantic",1974,1.451513524,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2969",2969,"MENATLAN","Atlantic menhaden Atlantic",1975,1.080231539,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2970",2970,"MENATLAN","Atlantic menhaden Atlantic",1976,1.24864519,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2971",2971,"MENATLAN","Atlantic menhaden Atlantic",1977,0.780207273,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2972",2972,"MENATLAN","Atlantic menhaden Atlantic",1978,0.760676609,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
